Time,parking_lot,Empty_spaces,Occupied_spaces
2024-07-05 23:25:41.057556,A,12,57
2024-07-05 23:25:41.169444,A,12,55
2024-07-05 23:25:41.268459,A,12,53
2024-07-05 23:25:41.380567,A,13,54
2024-07-05 23:25:41.494562,A,13,53
2024-07-05 23:25:41.611669,A,13,55
2024-07-05 23:25:41.732665,A,13,55
2024-07-05 23:25:41.851131,A,13,55
2024-07-05 23:25:41.949844,A,13,55
2024-07-05 23:25:42.062514,A,13,55
2024-07-05 23:25:42.164187,A,13,54
2024-07-05 23:25:42.265020,A,13,54
2024-07-05 23:25:42.365194,A,13,55
2024-07-05 23:25:42.470145,A,14,54
2024-07-05 23:25:42.577348,A,13,52
2024-07-05 23:25:42.680262,A,13,52
2024-07-05 23:25:42.799036,A,13,51
2024-07-05 23:25:42.920429,A,13,51
2024-07-05 23:25:43.028804,A,13,51
2024-07-05 23:25:43.127845,A,13,51
2024-07-05 23:25:43.231551,A,13,53
2024-07-05 23:25:43.342679,A,14,50
2024-07-05 23:25:43.454175,A,14,51
2024-07-05 23:25:43.564811,A,14,51
2024-07-05 23:25:43.662365,A,14,50
2024-07-05 23:25:43.763901,A,14,49
2024-07-05 23:25:43.863831,A,14,49
2024-07-05 23:25:43.964401,A,13,51
2024-07-05 23:25:44.068712,A,13,50
2024-07-05 23:25:44.168141,A,13,49
2024-07-05 23:25:44.268365,A,13,49
2024-07-05 23:25:44.368795,A,13,49
2024-07-05 23:25:44.470940,A,13,51
2024-07-05 23:25:44.571778,A,13,50
2024-07-05 23:25:44.668387,A,13,54
2024-07-05 23:25:44.767076,A,13,55
2024-07-05 23:25:44.863527,A,13,51
2024-07-05 23:25:44.964348,A,13,51
2024-07-05 23:25:45.064559,A,13,52
2024-07-05 23:25:45.162642,A,13,53
2024-07-05 23:25:45.262379,A,12,53
2024-07-05 23:25:45.369669,A,14,52
2024-07-05 23:25:45.476647,A,13,51
2024-07-05 23:25:45.606211,A,13,52
2024-07-05 23:25:45.720773,A,12,52
2024-07-05 23:25:45.830360,A,12,51
2024-07-05 23:25:45.933746,A,12,51
2024-07-05 23:25:46.045304,A,13,51
2024-07-05 23:25:46.147466,A,12,50
2024-07-05 23:25:46.247612,A,12,50
2024-07-05 23:25:46.347312,A,12,51
2024-07-05 23:25:46.456716,A,12,48
2024-07-05 23:25:46.556868,A,12,49
2024-07-05 23:25:46.659576,A,12,48
2024-07-05 23:25:46.765170,A,12,49
2024-07-05 23:25:46.869233,A,12,49
2024-07-05 23:25:46.964593,A,12,49
2024-07-05 23:25:47.067067,A,13,48
2024-07-05 23:25:47.160077,A,12,48
2024-07-05 23:25:47.258786,A,12,47
2024-07-05 23:25:47.368055,A,12,49
2024-07-05 23:25:47.470240,A,12,49
2024-07-05 23:25:47.569121,A,13,50
2024-07-05 23:25:47.663621,A,13,49
2024-07-05 23:25:47.764159,A,13,51
2024-07-05 23:25:47.880573,A,12,54
2024-07-05 23:25:47.994325,A,13,54
2024-07-05 23:25:48.101641,A,14,53
2024-07-05 23:25:48.205144,A,13,53
2024-07-05 23:25:48.307851,A,12,54
2024-07-05 23:25:48.416161,A,12,54
2024-07-05 23:25:48.529095,A,13,55
2024-07-05 23:25:48.638296,A,14,56
2024-07-05 23:25:48.744469,A,14,53
2024-07-05 23:25:48.849265,A,14,54
2024-07-05 23:25:48.939552,A,14,56
2024-07-05 23:25:49.037014,A,14,57
2024-07-05 23:25:49.140092,A,15,56
2024-07-05 23:25:49.242272,A,14,58
2024-07-05 23:25:49.340648,A,15,57
2024-07-05 23:25:49.459041,A,14,54
2024-07-05 23:25:49.561715,A,14,54
2024-07-05 23:25:49.658308,A,14,53
2024-07-05 23:25:49.760249,A,15,53
2024-07-05 23:25:49.858419,A,14,53
2024-07-05 23:25:49.958445,A,14,52
2024-07-05 23:25:50.079548,A,14,54
2024-07-05 23:25:50.213089,A,15,54
2024-07-05 23:25:50.321341,A,15,55
2024-07-05 23:25:50.426379,A,14,55
2024-07-05 23:25:50.526422,A,14,53
2024-07-05 23:25:50.628254,A,14,54
2024-07-05 23:25:50.725660,A,14,52
2024-07-05 23:25:50.826090,A,14,54
2024-07-05 23:25:50.926403,A,14,53
2024-07-05 23:25:51.026139,A,15,52
2024-07-05 23:25:51.123577,A,12,53
2024-07-05 23:25:51.222418,A,12,55
2024-07-05 23:25:51.322040,A,12,54
2024-07-05 23:25:51.422618,A,12,53
2024-07-05 23:25:51.532368,A,12,53
2024-07-05 23:25:51.625208,A,13,56
2024-07-05 23:25:51.724305,A,13,55
2024-07-05 23:25:51.816210,A,13,55
2024-07-05 23:25:51.917097,A,13,56
2024-07-05 23:25:52.023394,A,14,55
2024-07-05 23:25:52.123611,A,15,55
2024-07-05 23:25:52.216848,A,14,56
2024-07-05 23:25:52.314119,A,13,55
2024-07-05 23:25:52.415025,A,13,55
2024-07-05 23:25:52.545280,A,14,55
2024-07-05 23:25:52.649044,A,14,56
2024-07-05 23:25:52.752582,A,13,53
2024-07-05 23:25:52.853435,A,13,53
2024-07-05 23:25:52.954897,A,13,53
2024-07-05 23:25:53.052733,A,13,53
2024-07-05 23:25:53.150686,A,13,52
2024-07-05 23:25:53.242694,A,13,52
2024-07-05 23:25:53.346517,A,13,52
2024-07-05 23:25:53.447349,A,13,54
2024-07-05 23:25:53.558551,A,13,52
2024-07-05 23:25:53.659475,A,13,53
2024-07-05 23:25:53.761094,A,12,53
2024-07-05 23:25:53.862887,A,12,53
2024-07-05 23:25:53.966990,A,12,53
2024-07-05 23:25:54.068857,A,12,53
2024-07-05 23:25:54.168023,A,12,54
2024-07-05 23:25:54.271581,A,12,54
2024-07-05 23:25:54.369052,A,12,55
2024-07-05 23:25:54.472265,A,12,54
2024-07-05 23:25:54.589245,A,13,54
2024-07-05 23:25:54.689404,A,13,53
2024-07-05 23:25:54.803896,A,13,53
2024-07-05 23:25:54.913716,A,13,55
2024-07-05 23:25:55.006928,A,13,56
2024-07-05 23:25:55.106846,A,13,52
2024-07-05 23:25:55.205097,A,13,49
2024-07-05 23:25:55.305553,A,12,51
2024-07-05 23:25:55.404639,A,13,52
2024-07-05 23:25:55.511529,A,12,53
2024-07-05 23:25:55.610176,A,12,53
2024-07-05 23:25:55.712579,A,12,52
2024-07-05 23:25:55.810331,A,13,51
2024-07-05 23:25:55.915693,A,13,51
2024-07-05 23:25:56.019907,A,13,51
2024-07-05 23:25:56.117144,A,13,51
2024-07-05 23:25:56.217992,A,13,50
2024-07-05 23:25:56.315960,A,13,51
2024-07-05 23:25:56.413308,A,14,52
2024-07-05 23:25:56.518612,A,13,50
2024-07-05 23:25:56.616114,A,13,49
2024-07-05 23:25:56.707034,A,13,52
2024-07-05 23:25:56.805397,A,13,49
2024-07-05 23:25:56.908174,A,13,49
2024-07-05 23:25:57.021174,A,13,50
2024-07-05 23:25:57.130924,A,13,49
2024-07-05 23:25:57.235633,A,13,49
2024-07-05 23:25:57.335480,A,13,49
2024-07-05 23:25:57.430218,A,13,49
2024-07-05 23:25:57.530305,A,13,50
2024-07-05 23:25:57.621269,A,14,50
2024-07-05 23:25:57.723568,A,14,51
2024-07-05 23:25:57.826125,A,14,50
2024-07-05 23:25:57.926694,A,14,50
2024-07-05 23:25:58.030671,A,14,50
2024-07-05 23:25:58.127262,A,14,50
2024-07-05 23:25:58.228173,A,14,50
2024-07-05 23:25:58.329259,A,14,50
2024-07-05 23:25:58.424794,A,14,51
2024-07-05 23:25:58.531564,A,14,50
2024-07-05 23:25:58.632231,A,14,50
2024-07-05 23:25:58.733717,A,13,51
2024-07-05 23:25:58.834654,A,14,48
2024-07-05 23:25:58.940334,A,15,50
2024-07-05 23:25:59.059184,A,15,49
2024-07-05 23:25:59.156583,A,15,48
2024-07-05 23:25:59.254292,A,15,48
2024-07-05 23:25:59.364962,A,15,48
2024-07-05 23:25:59.471524,A,15,48
2024-07-05 23:25:59.593231,A,15,49
2024-07-05 23:25:59.694401,A,16,50
2024-07-05 23:25:59.793882,A,15,52
2024-07-05 23:25:59.896459,A,15,51
2024-07-05 23:26:00.002492,A,14,51
2024-07-05 23:26:00.118643,A,15,51
2024-07-05 23:26:00.225757,A,14,49
2024-07-05 23:26:00.323532,A,14,49
2024-07-05 23:26:00.424994,A,15,50
2024-07-05 23:26:00.529502,A,14,49
2024-07-05 23:26:00.638852,A,14,50
2024-07-05 23:26:00.741945,A,14,51
2024-07-05 23:26:00.837645,A,14,52
2024-07-05 23:26:00.939081,A,14,49
2024-07-05 23:26:01.049583,A,14,51
2024-07-05 23:26:01.150349,A,14,49
2024-07-05 23:26:01.252572,A,13,49
2024-07-05 23:26:01.353652,A,13,48
2024-07-05 23:26:01.458173,A,13,50
2024-07-05 23:26:01.569808,A,13,51
2024-07-05 23:26:01.683206,A,13,51
2024-07-05 23:26:01.790021,A,13,50
2024-07-05 23:26:01.889308,A,13,50
2024-07-05 23:26:01.990383,A,13,51
2024-07-05 23:26:02.089980,A,13,51
2024-07-05 23:26:02.201556,A,13,51
2024-07-05 23:26:02.317219,A,13,51
2024-07-05 23:26:02.416523,A,13,52
2024-07-05 23:26:02.518498,A,13,49
2024-07-05 23:26:02.617427,A,13,50
2024-07-05 23:26:02.719140,A,13,49
2024-07-05 23:26:02.819286,A,13,49
2024-07-05 23:26:02.919552,A,13,49
2024-07-05 23:26:03.019962,A,13,50
2024-07-05 23:26:03.119234,A,13,50
2024-07-05 23:26:03.217500,A,13,50
2024-07-05 23:26:03.319879,A,13,51
2024-07-05 23:26:03.422567,A,13,53
2024-07-05 23:26:03.518958,A,13,51
2024-07-05 23:26:03.620369,A,13,52
2024-07-05 23:26:03.720483,A,13,52
2024-07-05 23:26:03.845162,A,13,51
2024-07-05 23:26:03.959036,A,14,53
2024-07-05 23:26:04.070977,A,13,52
2024-07-05 23:26:04.177978,A,13,52
2024-07-05 23:26:04.280448,A,13,51
2024-07-05 23:26:04.375008,A,13,52
2024-07-05 23:26:04.475071,A,13,51
2024-07-05 23:26:04.573560,A,13,53
2024-07-05 23:26:04.681858,A,14,53
2024-07-05 23:26:04.783155,A,14,52
2024-07-05 23:26:04.883338,A,14,50
2024-07-05 23:26:04.971348,A,13,49
2024-07-05 23:26:05.070248,A,13,49
2024-07-05 23:26:05.171580,A,13,49
2024-07-05 23:26:05.281465,A,13,50
2024-07-05 23:26:05.382392,A,13,49
2024-07-05 23:26:05.480720,A,13,49
2024-07-05 23:26:05.586630,A,13,49
2024-07-05 23:26:05.686194,A,13,49
2024-07-05 23:26:05.789552,A,13,49
2024-07-05 23:26:05.891473,A,13,49
2024-07-05 23:26:05.997658,A,13,50
2024-07-05 23:26:06.110374,A,13,50
2024-07-05 23:26:06.226817,A,13,50
2024-07-05 23:26:06.336079,A,13,50
2024-07-05 23:26:06.453994,A,13,51
2024-07-05 23:26:06.558715,A,13,50
2024-07-05 23:26:06.656441,A,13,50
2024-07-05 23:26:06.757369,A,13,50
2024-07-05 23:26:06.845623,A,13,51
2024-07-05 23:26:06.940234,A,13,51
2024-07-05 23:26:07.042679,A,13,50
2024-07-05 23:26:07.145435,A,13,50
2024-07-05 23:26:07.247991,A,13,50
2024-07-05 23:26:07.355561,A,13,50
2024-07-05 23:26:07.454662,A,13,50
2024-07-05 23:26:07.563765,A,13,51
2024-07-05 23:26:07.665891,A,15,50
2024-07-05 23:26:07.768210,A,15,52
2024-07-05 23:26:07.866923,A,14,50
2024-07-05 23:26:07.972342,A,14,51
2024-07-05 23:26:08.095156,A,14,49
2024-07-05 23:26:08.215755,A,14,49
2024-07-05 23:26:08.340021,A,14,49
2024-07-05 23:26:08.458584,A,16,49
2024-07-05 23:26:08.581701,A,16,51
2024-07-05 23:26:08.707060,A,14,51
2024-07-05 23:26:08.820943,A,16,51
2024-07-05 23:26:08.954630,A,17,52
2024-07-05 23:26:09.081754,A,17,52
2024-07-05 23:26:09.203842,A,17,53
2024-07-05 23:26:09.325337,A,17,51
2024-07-05 23:26:09.445550,A,16,51
2024-07-05 23:26:09.572107,A,16,51
2024-07-05 23:26:09.693636,A,15,50
2024-07-05 23:26:09.803772,A,14,50
2024-07-05 23:26:09.920138,A,15,50
2024-07-05 23:26:10.031910,A,15,50
2024-07-05 23:26:10.143872,A,15,51
2024-07-05 23:26:10.257627,A,14,50
2024-07-05 23:26:10.374606,A,13,49
2024-07-05 23:26:10.496822,A,14,49
2024-07-05 23:26:10.630843,A,15,49
2024-07-05 23:26:10.734788,A,15,49
2024-07-05 23:26:10.850101,A,15,49
2024-07-05 23:26:10.958407,A,15,51
2024-07-05 23:26:11.058516,A,15,51
2024-07-05 23:26:11.155195,A,15,52
2024-07-05 23:26:11.257166,A,14,52
2024-07-05 23:26:11.353503,A,14,52
2024-07-05 23:26:11.452464,A,14,50
2024-07-05 23:26:11.550096,A,15,50
2024-07-05 23:26:11.650882,A,15,50
2024-07-05 23:26:11.753898,A,15,50
2024-07-05 23:26:11.853913,A,16,49
2024-07-05 23:26:11.953284,A,16,48
2024-07-05 23:26:12.067264,A,15,48
2024-07-05 23:26:12.160012,A,15,48
2024-07-05 23:26:12.254787,A,16,46
2024-07-05 23:26:12.354919,A,16,48
2024-07-05 23:26:12.453200,A,16,47
2024-07-05 23:26:12.547219,A,17,49
2024-07-05 23:26:12.642390,A,17,48
2024-07-05 23:26:12.744791,A,16,48
2024-07-05 23:26:12.842676,A,17,51
2024-07-05 23:26:12.944040,A,17,51
2024-07-05 23:26:13.050720,A,17,50
2024-07-05 23:26:13.173467,A,17,52
2024-07-05 23:26:13.283607,A,17,49
2024-07-05 23:26:13.389521,A,17,49
2024-07-05 23:26:13.490522,A,17,49
2024-07-05 23:26:13.595328,A,17,48
2024-07-05 23:26:13.697382,A,17,49
2024-07-05 23:26:13.801507,A,18,51
2024-07-05 23:26:13.901885,A,18,51
2024-07-05 23:26:13.998309,A,18,48
2024-07-05 23:26:14.089409,A,18,48
2024-07-05 23:26:14.187053,A,18,47
2024-07-05 23:26:14.286451,A,18,49
2024-07-05 23:26:14.383589,A,17,46
2024-07-05 23:26:14.484501,A,17,48
2024-07-05 23:26:14.596055,A,18,45
2024-07-05 23:26:14.698568,A,18,46
2024-07-05 23:26:14.803828,A,18,47
2024-07-05 23:26:14.901555,A,18,48
2024-07-05 23:26:15.000205,A,18,47
2024-07-05 23:26:15.099949,A,18,48
2024-07-05 23:26:15.199914,A,17,47
2024-07-05 23:26:15.297092,A,16,47
2024-07-05 23:26:15.408516,A,16,49
2024-07-05 23:26:15.515838,A,16,48
2024-07-05 23:26:15.629952,A,16,49
2024-07-05 23:26:15.730290,A,16,50
2024-07-05 23:26:15.830428,A,15,48
2024-07-05 23:26:15.929833,A,16,47
2024-07-05 23:26:16.037350,A,16,49
2024-07-05 23:26:16.132359,A,18,49
2024-07-05 23:26:16.233981,A,17,47
2024-07-05 23:26:16.337392,A,16,49
2024-07-05 23:26:16.433665,A,14,48
2024-07-05 23:26:16.535003,A,14,48
2024-07-05 23:26:16.633558,A,15,49
2024-07-05 23:26:16.732688,A,14,49
2024-07-05 23:26:16.825525,A,15,49
2024-07-05 23:26:16.918282,A,14,48
2024-07-05 23:26:17.016106,A,15,48
2024-07-05 23:26:17.113724,A,15,49
2024-07-05 23:26:17.204800,A,16,49
2024-07-05 23:26:17.303628,A,16,51
2024-07-05 23:26:17.402287,A,16,51
2024-07-05 23:26:17.520311,A,16,50
2024-07-05 23:26:17.638656,A,17,50
2024-07-05 23:26:17.750504,A,17,45
2024-07-05 23:26:17.866305,A,17,46
2024-07-05 23:26:17.962064,A,19,46
2024-07-05 23:26:18.053688,A,19,47
2024-07-05 23:26:18.153229,A,19,46
2024-07-05 23:26:18.260301,A,19,47
2024-07-05 23:26:18.358121,A,19,48
2024-07-05 23:26:18.458723,A,19,48
2024-07-05 23:26:18.562556,A,20,48
2024-07-05 23:26:18.670814,A,20,51
2024-07-05 23:26:18.775439,A,20,48
2024-07-05 23:26:18.865478,A,20,48
2024-07-05 23:26:18.966170,A,20,49
2024-07-05 23:26:19.069290,A,20,49
2024-07-05 23:26:19.170786,A,20,48
2024-07-05 23:26:19.270282,A,20,48
2024-07-05 23:26:19.367813,A,20,49
2024-07-05 23:26:19.465678,A,20,49
2024-07-05 23:26:19.574335,A,20,48
2024-07-05 23:26:19.678671,A,20,48
2024-07-05 23:26:19.778054,A,20,48
2024-07-05 23:26:19.885462,A,20,47
2024-07-05 23:26:20.000837,A,19,47
2024-07-05 23:26:20.106305,A,18,49
2024-07-05 23:26:20.211612,A,16,50
2024-07-05 23:26:20.314899,A,15,49
2024-07-05 23:26:20.412309,A,16,51
2024-07-05 23:26:20.522006,A,16,54
2024-07-05 23:26:20.624200,A,16,51
2024-07-05 23:26:20.736400,A,16,51
2024-07-05 23:26:20.835979,A,16,51
2024-07-05 23:26:20.940557,A,16,51
2024-07-05 23:26:21.040603,A,16,51
2024-07-05 23:26:21.142717,A,18,49
2024-07-05 23:26:21.249009,A,17,48
2024-07-05 23:26:21.352501,A,17,47
2024-07-05 23:26:21.456267,A,18,49
2024-07-05 23:26:21.549643,A,18,49
2024-07-05 23:26:21.655309,A,18,47
2024-07-05 23:26:21.756731,A,18,49
2024-07-05 23:26:21.857596,A,16,50
2024-07-05 23:26:21.957182,A,16,50
2024-07-05 23:26:22.056324,A,16,49
2024-07-05 23:26:22.161477,A,16,50
2024-07-05 23:26:22.288796,A,17,50
2024-07-05 23:26:22.399358,A,17,50
2024-07-05 23:26:22.503414,A,18,50
2024-07-05 23:26:22.604040,A,18,50
2024-07-05 23:26:22.709851,A,19,50
2024-07-05 23:26:22.812565,A,18,50
2024-07-05 23:26:22.914109,A,17,51
2024-07-05 23:26:23.012687,A,19,50
2024-07-05 23:26:23.117776,A,19,49
2024-07-05 23:26:23.218843,A,19,47
2024-07-05 23:26:23.317920,A,19,47
2024-07-05 23:26:23.416893,A,18,49
2024-07-05 23:26:23.521690,A,19,49
2024-07-05 23:26:23.622268,A,19,49
2024-07-05 23:26:23.733471,A,19,49
2024-07-05 23:26:23.836551,A,19,48
2024-07-05 23:26:23.940189,A,17,47
2024-07-05 23:26:24.042465,A,17,46
2024-07-05 23:26:24.137700,A,16,46
2024-07-05 23:26:24.235171,A,16,47
2024-07-05 23:26:24.339539,A,16,50
2024-07-05 23:26:24.439889,A,16,47
2024-07-05 23:26:24.556842,A,16,48
2024-07-05 23:26:24.670490,A,16,49
2024-07-05 23:26:24.781606,A,16,47
2024-07-05 23:26:24.884131,A,16,47
2024-07-05 23:26:24.981671,A,16,48
2024-07-05 23:26:25.075231,A,17,48
2024-07-05 23:26:25.175103,A,15,43
2024-07-05 23:26:25.277147,A,15,46
2024-07-05 23:26:25.366646,A,15,45
2024-07-05 23:26:25.466455,A,15,46
2024-07-05 23:26:25.566530,A,15,47
2024-07-05 23:26:25.666710,A,15,47
2024-07-05 23:26:25.800152,A,15,48
2024-07-05 23:43:32.591700,A,14,4
2024-07-05 23:43:32.711548,A,14,4
2024-07-05 23:43:32.807430,A,14,5
2024-07-05 23:43:32.912612,A,14,5
2024-07-05 23:43:32.998552,A,14,5
2024-07-05 23:43:33.084159,A,14,5
2024-07-05 23:43:33.179312,A,14,5
2024-07-05 23:43:33.273509,A,14,5
2024-07-05 23:43:33.363668,A,14,5
2024-07-05 23:43:33.461482,A,13,5
2024-07-05 23:43:33.569514,A,14,4
2024-07-05 23:43:33.661833,A,14,4
2024-07-05 23:43:33.754083,A,14,4
2024-07-05 23:43:33.855018,A,14,4
2024-07-05 23:43:33.957885,A,14,4
2024-07-05 23:43:34.069396,A,14,5
2024-07-05 23:43:34.159706,A,14,5
2024-07-05 23:43:34.251826,A,14,4
2024-07-05 23:43:34.364186,A,14,4
2024-07-05 23:43:34.487323,A,14,5
2024-07-05 23:43:34.605544,A,14,5
2024-07-05 23:43:34.700145,A,14,4
2024-07-05 23:43:34.798061,A,14,5
2024-07-05 23:43:34.893925,A,15,5
2024-07-05 23:43:34.987505,A,14,6
2024-07-05 23:43:35.085573,A,14,5
2024-07-05 23:43:35.175020,A,14,5
2024-07-05 23:43:35.271581,A,14,4
2024-07-05 23:43:35.357125,A,14,4
2024-07-05 23:43:35.458348,A,15,5
2024-07-05 23:43:35.543074,A,15,4
2024-07-05 23:43:35.632451,A,15,4
2024-07-05 23:43:35.718301,A,15,4
2024-07-05 23:43:35.808302,A,15,5
2024-07-05 23:43:35.905546,A,14,5
2024-07-05 23:43:35.997262,A,14,5
2024-07-05 23:43:36.094407,A,14,5
2024-07-05 23:43:36.200708,A,14,5
2024-07-05 23:43:36.311850,A,14,5
2024-07-05 23:43:36.404129,A,14,5
2024-07-05 23:43:36.486076,A,15,5
2024-07-05 23:43:36.581579,A,15,5
2024-07-05 23:43:36.672776,A,15,5
2024-07-05 23:43:36.757308,A,15,5
2024-07-05 23:43:36.852322,A,15,5
2024-07-05 23:43:36.930387,A,15,5
2024-07-05 23:43:37.019050,A,15,5
2024-07-05 23:43:37.099577,A,15,5
2024-07-05 23:43:37.197273,A,15,5
2024-07-05 23:43:37.289995,A,15,5
2024-07-05 23:43:37.378708,A,15,5
2024-07-05 23:43:37.476157,A,15,5
2024-07-05 23:43:37.564118,A,15,5
2024-07-05 23:43:37.644716,A,15,5
2024-07-05 23:43:37.737592,A,15,6
2024-07-05 23:43:37.815183,A,15,6
2024-07-05 23:43:37.891524,A,15,5
2024-07-05 23:43:37.970204,A,14,6
2024-07-05 23:43:38.044520,A,15,5
2024-07-05 23:43:38.123448,A,14,5
2024-07-05 23:43:38.205035,A,14,5
2024-07-05 23:43:38.295837,A,14,6
2024-07-05 23:43:38.388457,A,14,6
2024-07-05 23:43:38.483787,A,14,5
2024-07-05 23:43:38.582186,A,14,6
2024-07-05 23:43:38.676756,A,14,6
2024-07-05 23:43:38.766193,A,14,5
2024-07-05 23:43:38.860097,A,14,6
2024-07-05 23:43:38.951293,A,14,6
2024-07-05 23:43:39.039075,A,14,6
2024-07-05 23:43:39.115898,A,14,6
2024-07-05 23:43:39.194915,A,14,6
2024-07-05 23:43:39.293782,A,15,6
2024-07-05 23:43:39.384443,A,15,6
2024-07-05 23:43:39.483305,A,14,6
2024-07-05 23:43:39.577058,A,14,6
2024-07-05 23:43:39.673477,A,14,6
2024-07-05 23:43:39.780315,A,15,6
2024-07-05 23:43:39.882528,A,14,6
2024-07-05 23:43:39.993773,A,15,6
2024-07-05 23:43:40.116177,A,14,6
2024-07-05 23:43:40.232440,A,16,6
2024-07-05 23:43:40.342596,A,15,6
2024-07-05 23:43:40.455427,A,15,6
2024-07-05 23:43:40.571956,A,16,6
2024-07-05 23:43:40.671600,A,15,6
2024-07-05 23:43:40.819439,A,14,6
2024-07-05 23:43:40.943772,A,16,6
2024-07-05 23:43:41.081033,A,15,6
2024-07-05 23:43:41.197591,A,15,5
2024-07-05 23:43:41.296519,A,15,6
2024-07-05 23:43:41.402467,A,16,6
2024-07-05 23:43:41.517421,A,16,5
2024-07-05 23:43:41.614536,A,16,5
2024-07-05 23:43:41.702647,A,16,6
2024-07-05 23:43:41.815071,A,16,5
2024-07-05 23:43:41.903618,A,16,6
2024-07-05 23:43:41.999574,A,16,6
2024-07-05 23:43:42.089662,A,16,6
2024-07-05 23:43:42.175531,A,16,5
2024-07-05 23:43:42.262655,A,16,5
2024-07-05 23:43:42.358899,A,16,5
2024-07-05 23:43:42.445551,A,16,5
2024-07-05 23:43:42.550415,A,15,6
2024-07-05 23:43:42.633523,A,16,6
2024-07-05 23:43:42.724448,A,16,5
2024-07-05 23:43:42.807044,A,16,5
2024-07-05 23:43:42.896585,A,15,5
2024-07-05 23:43:42.978441,A,15,5
2024-07-05 23:43:43.090249,A,14,5
2024-07-05 23:43:43.196952,A,14,5
2024-07-05 23:43:43.294669,A,14,5
2024-07-05 23:43:43.394177,A,13,5
2024-07-05 23:43:43.490574,A,14,5
2024-07-05 23:43:43.585759,A,14,5
2024-07-05 23:43:43.687822,A,14,5
2024-07-05 23:43:43.781671,A,14,5
2024-07-05 23:43:43.871747,A,14,5
2024-07-05 23:43:43.973595,A,14,5
2024-07-05 23:43:44.072497,A,12,4
2024-07-05 23:43:44.170333,A,13,5
2024-07-05 23:43:44.264597,A,13,6
2024-07-05 23:43:44.353087,A,14,6
2024-07-05 23:43:44.447601,A,12,6
2024-07-05 23:43:44.538691,A,12,6
2024-07-05 23:43:44.629631,A,12,6
2024-07-05 23:43:44.709708,A,12,6
2024-07-05 23:43:44.802669,A,13,6
2024-07-05 23:43:44.894254,A,14,6
2024-07-05 23:43:44.975509,A,14,6
2024-07-05 23:43:45.065828,A,13,6
2024-07-05 23:43:45.147686,A,12,6
2024-07-05 23:43:45.238566,A,12,6
2024-07-05 23:43:45.315739,A,13,6
2024-07-05 23:43:45.425695,A,15,6
2024-07-05 23:43:45.542449,A,15,6
2024-07-05 23:43:45.645309,A,15,6
2024-07-05 23:43:45.757418,A,17,6
2024-07-05 23:43:45.859064,A,16,6
2024-07-05 23:43:45.939643,A,17,6
2024-07-05 23:43:46.032401,A,15,6
2024-07-05 23:43:46.137951,A,16,6
2024-07-05 23:43:46.209935,A,16,6
2024-07-05 23:43:46.294380,A,16,6
2024-07-05 23:43:46.376309,A,16,6
2024-07-05 23:43:46.466888,A,15,6
2024-07-05 23:43:46.552193,A,16,6
2024-07-05 23:43:46.640076,A,16,6
2024-07-05 23:43:46.744439,A,16,6
2024-07-05 23:43:46.840279,A,16,6
2024-07-05 23:43:46.933481,A,15,4
2024-07-05 23:43:47.005729,A,15,4
2024-07-05 23:43:47.090876,A,15,4
2024-07-05 23:43:47.179405,A,15,4
2024-07-05 23:43:47.263537,A,15,4
2024-07-05 23:43:47.339648,A,15,4
2024-07-05 23:43:47.434925,A,17,4
2024-07-05 23:43:47.540679,A,17,4
2024-07-05 23:43:47.620616,A,15,4
2024-07-05 23:43:47.702265,A,14,4
2024-07-05 23:43:47.794161,A,16,4
2024-07-05 23:43:47.893339,A,14,4
2024-07-05 23:43:47.988218,A,16,4
2024-07-05 23:43:48.079142,A,17,4
2024-07-05 23:43:48.165053,A,17,4
2024-07-05 23:43:48.240355,A,17,4
2024-07-05 23:43:48.320432,A,17,5
2024-07-05 23:43:48.424274,A,17,6
2024-07-05 23:43:48.504608,A,16,6
2024-07-05 23:43:48.582375,A,16,5
2024-07-05 23:43:48.666853,A,16,5
2024-07-05 23:43:48.753589,A,15,4
2024-07-05 23:43:48.839241,A,14,4
2024-07-05 23:43:48.929756,A,15,4
2024-07-05 23:43:49.009793,A,15,4
2024-07-05 23:43:49.102328,A,14,4
2024-07-05 23:43:49.190165,A,14,5
2024-07-05 23:43:49.275398,A,14,5
2024-07-05 23:43:49.366414,A,14,5
2024-07-05 23:43:49.455615,A,14,5
2024-07-05 23:43:49.539583,A,14,5
2024-07-05 23:43:49.624551,A,15,5
2024-07-05 23:43:49.712577,A,16,6
2024-07-05 23:43:49.797415,A,16,6
2024-07-05 23:43:49.887757,A,16,6
2024-07-05 23:43:49.980387,A,16,5
2024-07-05 23:43:50.080618,A,16,5
2024-07-05 23:43:50.166919,A,13,6
2024-07-05 23:43:50.264093,A,13,6
2024-07-05 23:43:50.343513,A,11,5
2024-07-05 23:43:50.434709,A,16,6
2024-07-05 23:43:50.522498,A,15,6
2024-07-05 23:43:50.613990,A,16,7
2024-07-05 23:43:50.710709,A,16,6
2024-07-05 23:43:50.798589,A,17,6
2024-07-05 23:43:50.880048,A,13,6
2024-07-05 23:43:50.970152,A,13,6
2024-07-05 23:43:51.058502,A,16,6
2024-07-05 23:43:51.144578,A,18,7
2024-07-05 23:43:51.236719,A,17,6
2024-07-05 23:43:51.310516,A,16,7
2024-07-05 23:43:51.389408,A,15,6
2024-07-05 23:43:51.479358,A,16,6
2024-07-05 23:43:51.570508,A,16,6
